,screen_name,mk
15,ayelet__shaked,mtanesshihadeh
16,avigdorliberman,mtanesshihadeh
17,naftalibennett,mtanesshihadeh
18,yairlapid,mtanesshihadeh
19,netanyahu,mtanesshihadeh
0,shlomo_karhi,steinitz_yuval
1,orly_levy,steinitz_yuval
2,tzachi_hanegbi,steinitz_yuval
3,avigdorliberman,steinitz_yuval
4,mkgilon,steinitz_yuval
5,yakmargi,steinitz_yuval
6,sbyifat,steinitz_yuval
7,zvihauser,steinitz_yuval
8,kelharrar,steinitz_yuval
9,dudiamsalem,steinitz_yuval
10,gilagamliel,steinitz_yuval
11,yuliedelstein,steinitz_yuval
12,ofirakunis,steinitz_yuval
13,ayelet__shaked,steinitz_yuval
14,regev_miri,steinitz_yuval
15,israel_katz,steinitz_yuval
16,netanyahu,steinitz_yuval
0,bussouriel,shitrit_keti
1,tzachi_hanegbi,shitrit_keti
2,yorailahav,shitrit_keti
3,omeryankelevitc,shitrit_keti
4,steinitz_yuval,shitrit_keti
5,yoavgallant,shitrit_keti
6,yakmargi,shitrit_keti
7,ofir_sofer,shitrit_keti
8,ettyatia,shitrit_keti
9,israel_katz,shitrit_keti
10,ayodeh,shitrit_keti
11,kerenbarak,shitrit_keti
12,elicoh1,shitrit_keti
13,oded_forer,shitrit_keti
14,regev_miri,shitrit_keti
15,davidbitan,shitrit_keti
16,dayanuzi,shitrit_keti
17,ishmuli,shitrit_keti
18,gantzbe,shitrit_keti
19,zvihauser,shitrit_keti
20,realrafiperets,shitrit_keti
21,nirbarkat,shitrit_keti
22,idanroll,shitrit_keti
23,shlomo_karhi,shitrit_keti
24,shevach_shtern,shitrit_keti
25,yoavkisch,shitrit_keti
26,bezalelsm,shitrit_keti
27,dudiamsalem,shitrit_keti
28,ayelet__shaked,shitrit_keti
29,avigdorliberman,shitrit_keti
30,ofirakunis,shitrit_keti
31,yuliedelstein,shitrit_keti
32,naftalibennett,shitrit_keti
33,yairlapid,shitrit_keti
34,bogie_yaalon,shitrit_keti
35,ofirkatzmk,shitrit_keti
36,nissimv,shitrit_keti
37,zoharm7,shitrit_keti
38,netanyahu,shitrit_keti
0,yorailahav,elazar_stern
1,gabi_ashkenazi,elazar_stern
2,gantzbe,elazar_stern
3,ysegalovitz,elazar_stern
4,pnina_tamano_sh,elazar_stern
5,asafzamir,elazar_stern
6,idanroll,elazar_stern
7,izhars7,elazar_stern
8,kelharrar,elazar_stern
9,ornabarb,elazar_stern
10,yairlapid,elazar_stern
0,dayanuzi,shevach_shtern
1,yoavgallant,shevach_shtern
2,elazar_stern,shevach_shtern
3,steinitz_yuval,shevach_shtern
4,israel_katz,shevach_shtern
5,ofir_sofer,shevach_shtern
6,elicoh1,shevach_shtern
7,ayoobkara,shevach_shtern
8,naftalibennett,shevach_shtern
9,ayelet__shaked,shevach_shtern
10,davidbitan,shevach_shtern
11,dudiamsalem,shevach_shtern
12,yoavkisch,shevach_shtern
13,zoharm7,shevach_shtern
14,zvihauser,shevach_shtern
15,shitrit_keti,shevach_shtern
16,yairlapid,shevach_shtern
17,regev_miri,shevach_shtern
18,ofirakunis,shevach_shtern
19,yuliedelstein,shevach_shtern
20,yoazhendel1,shevach_shtern
21,bezalelsm,shevach_shtern
22,netanyahu,shevach_shtern
0,cotlerwunsh,izhars7
1,rutilande,izhars7
2,mkmickeylevy,izhars7
3,kushnir_al,izhars7
4,evgenysova,izhars7
5,yuliamalinovsky,izhars7
6,gyevarkan,izhars7
7,yrazvozov,izhars7
8,vladimirbeliak,izhars7
9,shitrit_keti,izhars7
10,ettyatia,izhars7
11,mkorlyfroman,izhars7
12,matankahana,izhars7
13,nitzanhorowitz,izhars7
14,yairgolan1,izhars7
15,gabi_ashkenazi,izhars7
16,ahmad_tibi,izhars7
17,ofirakunis,izhars7
18,avidareli,izhars7
19,tzachi_hanegbi,izhars7
20,btoporovsky,izhars7
21,ysegalovitz,izhars7
22,omeryankelevitc,izhars7
23,ram_ben_barak,izhars7
24,mkmeircohen,izhars7
25,bogie_yaalon,izhars7
26,ofercass,izhars7
27,ornabarb,izhars7
28,yorailahav,izhars7
29,ofir_sofer,izhars7
30,mikihaimovich1,izhars7
31,asafzamir,izhars7
32,realrafiperets,izhars7
33,osnathilamark,izhars7
34,arielkallner,izhars7
35,dayanuzi,izhars7
36,golanmay,izhars7
37,ayoobkara,izhars7
38,shlomo_karhi,izhars7
39,kerenbarak,izhars7
40,ofirkatzmk,izhars7
41,avidichter,izhars7
42,oded_forer,izhars7
43,yakmargi,izhars7
44,yoavgallant,izhars7
45,pnina_tamano_sh,izhars7
46,idanroll,izhars7
47,zvihauser,izhars7
48,elicoh1,izhars7
49,aidatuma,izhars7
50,elazar_stern,izhars7
51,ayodeh,izhars7
52,orly_levy,izhars7
53,yuliedelstein,izhars7
54,steinitz_yuval,izhars7
55,israel_katz,izhars7
56,eitanginzburg,izhars7
57,avigdorliberman,izhars7
58,yoazhendel1,izhars7
59,gilagamliel,izhars7
60,mkgilon,izhars7
61,gantzbe,izhars7
62,sbyifat,izhars7
63,kelharrar,izhars7
64,dudiamsalem,izhars7
65,yairlapid,izhars7
66,ayelet__shaked,izhars7
67,meravmichaeli,izhars7
68,tamarzandberg,izhars7
69,yoavkisch,izhars7
70,bezalelsm,izhars7
71,davidbitan,izhars7
72,zoharm7,izhars7
73,netanyahu,izhars7
74,nirbarkat,izhars7
75,ishmuli,izhars7
76,regev_miri,izhars7
77,naftalibennett,izhars7
0,malkielim82,ishmuli
1,yairgolan1,ishmuli
2,ornabarb,ishmuli
3,gantzbe,ishmuli
4,tamarzandberg,ishmuli
5,yuliedelstein,ishmuli
6,nitzanhorowitz,ishmuli
7,yakmargi,ishmuli
8,zvihauser,ishmuli
9,bogie_yaalon,ishmuli
10,kelharrar,ishmuli
11,bezalelsm,ishmuli
12,meravmichaeli,ishmuli
13,netanyahu,ishmuli
14,yairlapid,ishmuli
15,yoazhendel1,ishmuli
0,ofir_sofer,ayelet__shaked
1,matankahana,ayelet__shaked
2,davidbitan,ayelet__shaked
3,zoharm7,ayelet__shaked
4,gantzbe,ayelet__shaked
5,realrafiperets,ayelet__shaked
6,golanmay,ayelet__shaked
7,israel_katz,ayelet__shaked
8,yoavkisch,ayelet__shaked
9,dudiamsalem,ayelet__shaked
10,yairlapid,ayelet__shaked
11,bezalelsm,ayelet__shaked
12,sbyifat,ayelet__shaked
13,ishmuli,ayelet__shaked
14,zvihauser,ayelet__shaked
15,yoazhendel1,ayelet__shaked
16,tamarzandberg,ayelet__shaked
17,ofirakunis,ayelet__shaked
18,regev_miri,ayelet__shaked
19,bogie_yaalon,ayelet__shaked
20,meravmichaeli,ayelet__shaked
21,yuliedelstein,ayelet__shaked
22,avigdorliberman,ayelet__shaked
23,nitzanhorowitz,ayelet__shaked
24,avidichter,ayelet__shaked
25,netanyahu,ayelet__shaked
26,naftalibennett,ayelet__shaked
0,mksondos,aidatuma
1,asaqla,aidatuma
2,shahadehabou,aidatuma
3,avidichter,aidatuma
4,yairlapid,aidatuma
5,ofirakunis,aidatuma
6,gilagamliel,aidatuma
7,davidbitan,aidatuma
8,bogie_yaalon,aidatuma
9,avigdorliberman,aidatuma
10,ayelet__shaked,aidatuma
11,dudiamsalem,aidatuma
12,yoavkisch,aidatuma
13,naftalibennett,aidatuma
14,regev_miri,aidatuma
15,zoharm7,aidatuma
16,ishmuli,aidatuma
17,kelharrar,aidatuma
18,yoazhendel1,aidatuma
19,orly_levy,aidatuma
20,yuliedelstein,aidatuma
21,mkgilon,aidatuma
22,ahmad_tibi,aidatuma
23,drjabareen,aidatuma
24,nitzanhorowitz,aidatuma
25,ofercass,aidatuma
26,ayodeh,aidatuma
27,meravmichaeli,aidatuma
28,tamarzandberg,aidatuma
29,mnsorabbas,aidatuma
0,omeryankelevitc,pnina_tamano_sh
1,gadeermreeh,pnina_tamano_sh
2,malkielim82,pnina_tamano_sh
3,zvihauser,pnina_tamano_sh
4,eitanginzburg,pnina_tamano_sh
5,dayanuzi,pnina_tamano_sh
6,ornabarb,pnina_tamano_sh
7,ram_ben_barak,pnina_tamano_sh
8,bezalelsm,pnina_tamano_sh
9,realrafiperets,pnina_tamano_sh
10,yuliamalinovsky,pnina_tamano_sh
11,yorailahav,pnina_tamano_sh
12,idanroll,pnina_tamano_sh
13,gyevarkan,pnina_tamano_sh
14,gantzbe,pnina_tamano_sh
15,mkmeircohen,pnina_tamano_sh
16,asafzamir,pnina_tamano_sh
17,bogie_yaalon,pnina_tamano_sh
18,oded_forer,pnina_tamano_sh
19,yoavgallant,pnina_tamano_sh
20,davidbitan,pnina_tamano_sh
21,zoharm7,pnina_tamano_sh
22,yoavkisch,pnina_tamano_sh
23,gilagamliel,pnina_tamano_sh
24,elazar_stern,pnina_tamano_sh
25,yoazhendel1,pnina_tamano_sh
26,tamarzandberg,pnina_tamano_sh
27,avigdorliberman,pnina_tamano_sh
28,regev_miri,pnina_tamano_sh
29,yuliedelstein,pnina_tamano_sh
30,yairlapid,pnina_tamano_sh
31,meravmichaeli,pnina_tamano_sh
32,aidatuma,pnina_tamano_sh
33,steinitz_yuval,pnina_tamano_sh
34,sbyifat,pnina_tamano_sh
35,nitzanhorowitz,pnina_tamano_sh
36,ayelet__shaked,pnina_tamano_sh
37,avidichter,pnina_tamano_sh
38,dudiamsalem,pnina_tamano_sh
39,naftalibennett,pnina_tamano_sh
40,vladimirbeliak,pnina_tamano_sh
41,kelharrar,pnina_tamano_sh
42,mkgilon,pnina_tamano_sh
43,ayoobkara,pnina_tamano_sh
44,orly_levy,pnina_tamano_sh
45,elicoh1,pnina_tamano_sh
46,netanyahu,pnina_tamano_sh
